pd_id,brand_name,model_name,model_number,additional_model_information,upc,product_type,type,special_type,heat_pump_technology,drum_capacity_cu_ft,height_inches,width_inches,depth_inches,combined_energy_factor_cef,estimated_annual_energy_use_kwh_yr,estimated_energy_test_cycle_time_min,energy_test_cycle_information,additional_dryer_features,vented_or_ventless,refrigerant_type,refrigerant_with_gwp,connected,connected_demand_response_functionality_tested,communication_standard_application_layer,direct_on_premises_open_standard_based_interconnection,paired_energy_star_clothes_washer_available,paired_energy_star_clothes_washer_energy_star_model_identifier,date_available_on_market,date_qualified,markets,energy_star_model_identifier,meets_most_efficient_criteria,calculated_combined_energy_factor_max_dryness_setting_lbs_kwh,voltage
2327897,Maytag,MGD8630H**,MGD8630H**,,8.83049E+11,Gas Standard Vented,Gas,,,7.3,38,27,31,3.48,687,68,"NORMAL, HIGH HEAT (5 BARS), DRYNESS LEVEL, NORMAL (2 BARS), AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,Yes,Wi-Fi,Cloud Rest API,No,Yes,ES_15649_MHW8630H**_10142018185059_3059240,2018-10-22T00:00:00.000,2018-09-26T00:00:00.000,"United States, Canada",ES_1129244_MGD8630H**_10142018213503_2903417,No,,
2329848,LG,DLGX7901*E,DLGX7901*E,,48231015509,Gas Standard Vented,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2018-11-14T00:00:00.000,2018-11-14T00:00:00.000,"United States, Canada",ES_1118034_DLGX7901*E_11152018113834_70206072,No,,
2329850,LG,DLGX7801*E,DLGX7801*E,,048231015516;048231027359,Gas Standard Vented,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2018-11-14T00:00:00.000,2018-11-14T00:00:00.000,"United States, Canada",ES_1118034_DLGX7801*E_11152018113834_70206072,No,,
2330576,GE,M60G_4_N,GUD27GE*N***,",GUD27GESNWW,",84691844181,Gas Standard Vented,Gas,,,6,75.88,26.75,30.88,3.48,687,63,COTTONS MEDIUM DRY WITH THE DEFAULT EDRY ON,Wrinkle prevention option,Vented,,,No,,,,,,2018-12-10T00:00:00.000,2018-11-30T00:00:00.000,United States,ES_1123206_GUD27GE*N***_12032018143509_7709976,No,,
2334001,Samsung,DVG45R63***,DVG45R63***,,8.87276E+11,Gas Standard Vented,Gas,,,7.5,38.7,27,32.6,3.48,687,70,"Normal Setting, Dryness Level Normal, Dry Temperature Medium, Eco Dry Default ON",Wrinkle prevention option,Vented,,,No,,,,Yes,ES_1023593_WF45R63**A*_02042019013708_70211758,2019-02-01T00:00:00.000,2019-01-21T00:00:00.000,"United States, Canada",ES_1023593_DVG45R63***_02272019011151_70212994,No,,
2335461,LG,DLGX4501*,DLGX4501*,,048231026796;048231026826,Gas Standard Vented,Gas,,,7.4,38.69,27,30,3.49,685,70,"Normal, Normal Dry","Time remaining display,Wrinkle prevention option,Steam cycle",Vented,,,No,,,,No,,2019-03-28T00:00:00.000,2019-03-28T00:00:00.000,"United States, Canada",ES_1118034_DLGX4501*_03282019082806_70220967,No,,
2337441,Kenmore,9136#,9136#,,,Gas Standard Vented,Gas,,,7.4,38.69,27,30,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2019-04-23T00:00:00.000,2019-04-26T00:00:00.000,"United States, Canada",ES_1118034_9136#_04292019034320_80001951,No,,
2337443,Kenmore,9146#,9146#,,,Gas Standard Vented,Gas,,,7.4,38.69,27,30,3.49,685,69,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle",Vented,,,No,,,,No,,2019-04-23T00:00:00.000,2019-04-26T00:00:00.000,"United States, Canada",ES_1118034_9146#_04292019034320_80001951,No,,
2337445,Kenmore,9156#,9156#,,,Gas Standard Vented,Gas,,,7.4,38.69,27,30,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle",Vented,,,No,,,,No,,2019-04-23T00:00:00.000,2019-04-26T00:00:00.000,"United States, Canada",ES_1118034_9156#_04292019034320_80001951,No,,
2339077,Samsung,DVG54R76***,DVG54R76***,,8.87276E+11,Gas Standard Vented,Gas,,,7.4,38.7,27,32.6,3.48,687,70,Normal cycle / Medium temp / Normal dryness/ Eco dry option on,"Sanitization cycle,Steam cycle,Time Dry, Quick Dry",Vented,,,No,,,,Yes,ES_1023593_WA54R76**A*_06142019034825_80005220,2019-07-05T00:00:00.000,2019-05-29T00:00:00.000,"United States, Canada",ES_1023593_DVG54R76***_05312019122829_80005224,No,,
2339078,Samsung,DVG54R72***,DVG54R72***,,8.87276E+11,Gas Standard Vented,Gas,,,7.4,38.7,27,32.6,3.48,687,70,Normal cycle / Medium temp / Normal dryness/ Eco dry option on,"Steam cycle,Sanitization cycle,Time Dry, Quick Dry",Vented,,,No,,,,No,,2019-07-12T00:00:00.000,2019-05-29T00:00:00.000,"United States, Canada",ES_1023593_DVG54R72***_05312019122829_80005224,No,,
2339708,GE,M74G_4_N,GTD72GB*N***,",GTD72GBMNWS,",7.57638E+11,Gas Standard Vented,Gas,,,7.4,46,27,30.5,3.48,687,67,COTTONS NORMAL WITH THE DEFAULT ECODRY ON,"Sanitization cycle,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,"ES_1123206_GTW720B*N***_07032019154626_8786582, ES_1123206_GTW725B*N***_06252019162159_9719000",2019-06-17T00:00:00.000,2019-06-13T00:00:00.000,Canada,ES_1123206_GTD72GB*N***_06132019153207_9927091,No,,
2339709,GE,M74G_4_N,GTD72GB*N***,",GTD72GBPNDG,; ,GTD72GBSNWS,",84691843160,Gas Standard Vented,Gas,,,7.4,46,27,30.5,3.48,687,67,COTTONS NORMAL WITH THE DEFAULT ECODRY ON,"Sanitization cycle,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,"ES_1123206_GTW720B*N***_07032019154626_8786582, ES_1123206_GTW725B*N***_06252019162159_9719000",2019-06-17T00:00:00.000,2019-06-13T00:00:00.000,United States,ES_1123206_GTD72GB*N***_06132019153129_9889156,No,,
2339825,Samsung,DVG50R85***,DVG50R85***,,8.87276E+11,Gas Standard Vented,Gas,,,7.5,38.7,27,32.6,3.48,687,70,"Normal Setting, Dryness Level Normal, Dry Temperature Medium, Eco Dry Default ON",Wrinkle prevention option,Vented,,,No,,,,Yes,ES_1023593_WF50R85**A*_07112019020132_80009393,2019-07-20T00:00:00.000,2019-05-31T00:00:00.000,"United States, Canada",ES_1023593_DVG50R85***_06142019045223_80005221,No,,
2340231,LG,DLG3461*,DLG3461*,,048231028073;048231028103,Gas Standard Vented,Gas,,,7.4,38.69,27,30,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2019-06-28T00:00:00.000,2019-06-20T00:00:00.000,"United States, Canada",ES_1118034_DLG3461*_06242019031743_80008622,No,,
2340233,LG,DLG7061*E,DLG7061*E,,048231028134;048231028165,Gas Standard Vented,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2019-06-28T00:00:00.000,2019-06-20T00:00:00.000,"United States, Canada",ES_1118034_DLG7061*E_06242019031743_80008622,No,,
2340694,Amana,NGD5800H**,NGD5800H**,,8.8305E+11,Gas Standard Vented,Gas,,,7.4,38,27,31,3.48,687,66,"NORMAL, HIGH TEMP (4 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECO DRY ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Energy monitor/indicator,Sanitization cycle",Vented,,,No,,,,Yes,ES_15649_NFW5800H**_10142018185145_3105252,2019-08-12T00:00:00.000,2019-07-02T00:00:00.000,"United States, Canada",ES_22856_NGD5800H**_07022019213222_3142480,No,,
2341249,GE,M74G_4_NA,GTD84GC*N***,",GTD84GCPNDG,; ,GTD84GCSNWS,",84691843139,Gas Standard Vented,Gas,,,7.4,48,27,30.5,3.48,687,68,"COTTONS NORMAL WITH THE DEFAULT ECODRY ON, TEMP - LOW, DRYNESS LEVEL - DRY","Sanitization cycle,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,"ES_1123206_GTW840C*N***_07122019153001_5401808, ES_1123206_GTW845C*N***_07312019132316_9396106",2019-07-15T00:00:00.000,2019-07-10T00:00:00.000,United States,ES_1123206_GTD84GC*N***_07162019135307_5187089,No,,
2341250,GE,M74G_4_NA,GTD84GC*N***,",GTD84GCMNDG,; ,GTD84GCMNWS,",7.57638E+11,Gas Standard Vented,Gas,,,7.4,48,27,30.5,3.48,687,68,"COTTONS NORMAL WITH THE DEFAULT ECODRY ON, TEMP - LOW, DRYNESS LEVEL - DRY","Sanitization cycle,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,"ES_1123206_GTW840C*N***_07122019153001_5401808, ES_1123206_GTW845C*N***_07312019132316_9396106",2019-07-15T00:00:00.000,2019-07-10T00:00:00.000,Canada,ES_1123206_GTD84GC*N***_07162019135324_5204393,No,,
2345400,Maytag,MGD8230H**,MGD8230H**,,8.83049E+11,Gas Standard Vented,Gas,,,8.8,42.25,29,32.25,3.48,687,67,"NORMAL, HIGH TEMP (4 DOTS), DRYNESS LEVEL NORMAL (2 DOTS)","Time remaining display,Drum light,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,Yes,ES_22856_MVW8230H**_08242019183901_1941075,2019-10-14T00:00:00.000,2019-08-20T00:00:00.000,"United States, Canada",ES_22856_MGD8230H**_08202019184724_6844383,No,,
2345403,Maytag,MGD7230H**,MGD7230H**,,8.83049E+11,Gas Standard Vented,Gas,,,7.4,42.5,27,31,3.48,687,66,"NORMAL, HIGH TEMP (4 DOTS), DRYNESS LEVEL NORMAL (2 DOTS)","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,Yes,ES_22856_MVW7230H**_08242019191053_3853439,2019-10-14T00:00:00.000,2019-08-23T00:00:00.000,"United States, Canada",ES_22856_MGD7230H**_08242019192953_4993100,No,,
2346249,Whirlpool,WGD8120H**,WGD8120H**,,8.83049E+11,Gas Standard Vented,Gas,,,8.8,42.25,29,32.25,3.48,687,68,"REGULAR + NORMAL, HIGH TEMP, DRYNESS LEVEL NORMAL","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle",Vented,,,No,,,,Yes,ES_15649_WTW8120H**_09112019230101_2861355,2019-10-28T00:00:00.000,2019-09-11T00:00:00.000,"United States, Canada",ES_22856_WGD8120H**_09112019191722_9442434,No,,
2347017,Whirlpool,WGD7120H**,WGD7120H**,,8.83049E+11,Gas Standard Vented,Gas,,,7.4,42.5,27,31,3.48,687,66,"REGULAR + NORMAL, HIGH TEMP, DRYNESS LEVEL NORMAL, ECOBOOST","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle",Vented,,,No,,,,Yes,ES_15649_WTW7120H**_09112019230848_3328578,2019-11-01T00:00:00.000,2019-09-24T00:00:00.000,"United States, Canada",ES_22856_WGD7120H**_09242019185746_1466099,No,,
2393838,Frigidaire,FDGX22E4EW,FDGX22E4EW,,12505388651,Gas Standard Vented,Gas,,,8,38,27.13,31.25,3.48,687,54,"Normal, Normal Temp, Normal Dry, Eco","Filter cleaning indicator,Wrinkle prevention option,Time remaining display,Extended Tumble, Fast Dry",Vented,,,No,,,,Yes,ES_1021080_FWFX22D4EW_02242022115137_80116962,2022-03-11T00:00:00.000,2022-03-17T00:00:00.000,United States,ES_1021080_ELFG7337***_030820222037197_2845625,No,,
2394240,LG,DLGX4081*,DLGX4081*,,195174036921;195174037027,Gas Standard Vented,Gas,,,7.4,38.69,27,30,3.49,685,69,Normal_Normal Dry,"Steam cycle,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,No,,2022-03-31T00:00:00.000,2022-03-28T00:00:00.000,"United States, Canada",ES_1118034_DLGX4081*_03302022123303_80119590,No,,
2394242,LG,DLGX7481*E,DLGX7481*E,,1.95174E+11,Gas Standard Vented,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,No,,2022-03-31T00:00:00.000,2022-03-28T00:00:00.000,"United States, Canada",ES_1118034_DLGX7481*E_03302022123303_80119590,No,,
2394405,GE,G78G_4_NA+,GFD55GS*N***,",GFD55GSPNDG,; ,GFD55GSSNWW,",084691848271;084691849209,Gas Standard Vented,Gas,,,7.8,39.75,28,32,3.48,687,71,"Cottons, eco Dry default On, High Temp, Dry Dryness","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,"ES_1123206_GFW550S*N***_11212019143018_6618069,ES_1123206_GFW550S*R***_120620210917635_3407642,ES_1123206_GFW510S*N***_12182019134400_6640243",2022-01-17T00:00:00.000,2022-01-13T00:00:00.000,"United States, Canada",ES_1123206_GFD55GS*N***_040520221943841_2944183,No,,
2394406,GE,G78G_4_NA,GFD55GS*R***,",GFD55GSPRRS,Sapphire Blue",84691881209,Gas Standard Vented,Gas,,,7.8,39.75,28,32,3.48,687,71,"Cottons, eco Dry default on, High Temp, Dry Dryness TEMP - LOW, DRYNESS LEVEL - DRY","Sanitization cycle,Filter cleaning indicator,Drum light,Time remaining display,Wrinkle prevention option",Vented,,,No,,,,Yes,"ES_1123206_GFW550S*N***_11212019143018_6618069,ES_1123206_GFW550S*R***_120620210917635_3407642,ES_1123206_GFW510S*N***_12182019134400_6640243",2022-01-17T00:00:00.000,2020-02-11T00:00:00.000,"United States, Canada",ES_1123206_GFD55GS*R***_040520221932359_1355607,No,,
